stat_malicious,stat_harmless,stat_suspicious,stat_undetected,stat_timeout,stat_total,ratio_malicious,ratio_harmless,ratio_suspicious,reputation,votes_malicious,votes_harmless,whois_length,has_whois,n_tags,tag_CDN,tag_proxy,tag_tor,tag_vpn,tag_scanner,asn,last_analysis_date,label,vendor_00,vendor_01,vendor_02,vendor_03,vendor_04,vendor_05,vendor_06,vendor_07,vendor_08,vendor_09,vendor_10,vendor_11,vendor_12,vendor_13,vendor_14,vendor_15,vendor_16,vendor_17,vendor_18,vendor_19,vendor_20,vendor_21,vendor_22,vendor_23,vendor_24,vendor_25,vendor_26,vendor_27,vendor_28,vendor_29,vendor_30,vendor_31,vendor_32,vendor_33,vendor_34,vendor_35,vendor_36,vendor_37,vendor_38,vendor_39,vendor_40,vendor_41,vendor_42,vendor_43,country_US,country_CN,country_RU,country_DE,country_KR,country_IN,country_BR,country_FR,country_NL,country_OTHER,rir_ARIN,rir_RIPE,rir_APNIC,rir_LACNIC,rir_AFRINIC
19,56,5,5,3,80,0.2375,0.7,0.0625,-11,19,1,1139,1,1,0,0,0,0,0,61521,1695144063,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,76,0,3,3,80,0.0125,0.95,0.0,3,1,10,1429,1,0,0,0,0,0,0,16998,1696129325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,71,0,9,0,80,0.0,0.8875,0.0,0,1,11,1453,1,0,0,0,0,0,0,10396,1690189585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,77,0,2,3,80,0.0125,0.9625,0.0,1,0,8,1660,1,0,0,0,0,0,0,43805,1695950011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20,58,3,2,3,80,0.25,0.725,0.0375,-9,8,2,1621,1,1,0,1,0,1,0,37272,1696482819,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,74,0,6,3,80,0.0,0.925,0.0,0,0,8,1113,1,0,0,0,0,0,0,28361,1691475981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,74,0,6,1,80,0.0,0.925,0.0,2,0,11,424,1,0,0,0,0,0,0,39814,1697492789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,54,0,5,3,80,0.2625,0.675,0.0,-6,9,0,615,1,1,0,0,0,0,1,40359,1698548842,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,73,0,7,0,80,0.0,0.9125,0.0,0,0,13,1625,1,0,0,0,0,0,0,39816,1694843227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,70,0,9,1,80,0.0125,0.875,0.0,0,1,13,218,1,0,0,0,0,0,0,25409,1690937579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,74,0,6,1,80,0.0,0.925,0.0,0,1,13,586,1,0,0,0,0,0,0,58890,1695405676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,72,0,7,2,80,0.0125,0.9,0.0,3,0,2,1684,1,0,0,0,0,0,0,26051,1693851080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,77,0,2,2,80,0.0125,0.9625,0.0,0,1,8,1310,1,0,0,0,0,0,0,22620,1692001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15,58,2,7,0,80,0.1875,0.725,0.025,-17,3,2,1564,1,1,0,0,0,0,1,16285,1698081848,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,71,0,7,1,80,0.025,0.8875,0.0,1,1,8,1814,1,0,0,0,0,0,0,50291,1698912555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24,47,2,9,2,80,0.3,0.5875,0.025,-16,5,0,1448,1,1,0,0,0,1,1,39816,1695069882,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,72,1,2,0,80,0.075,0.9,0.0125,-27,5,0,761,1,2,0,0,0,0,0,21946,1693930177,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,57,4,7,3,80,0.2,0.7125,0.05,-7,10,0,395,1,1,0,0,1,1,0,48408,1695755653,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,75,0,3,0,80,0.025,0.9375,0.0,4,1,9,1433,1,0,0,0,0,0,0,45796,1690412515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6,70,3,4,0,80,0.075,0.875,0.0375,-16,5,1,1296,1,2,0,0,0,0,0,6832,1690716486,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10,61,1,9,0,80,0.125,0.7625,0.0125,-27,18,2,1084,1,2,0,1,0,0,1,17703,1699453545,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9,69,3,2,0,80,0.1125,0.8625,0.0375,-20,15,2,1115,1,2,0,1,0,0,0,62989,1697982774,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,55,4,2,1,80,0.2875,0.6875,0.05,-26,6,0,274,1,1,0,0,0,0,0,50914,1698324457,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13,59,0,8,3,80,0.1625,0.7375,0.0,-6,7,0,1914,1,1,0,0,0,0,0,42490,1698750948,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,55,3,7,3,80,0.225,0.6875,0.0375,-27,9,2,1795,1,1,0,0,0,0,0,50776,1696520484,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18,53,3,9,3,80,0.225,0.6625,0.0375,-27,3,1,603,1,2,0,0,0,0,1,22743,1699139851,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,77,0,3,2,80,0.0,0.9625,0.0,0,0,8,451,1,0,0,0,0,0,0,25999,1693040155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,75,0,5,0,80,0.0,0.9375,0.0,1,1,10,458,1,0,0,0,0,0,0,36943,1694587630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,73,0,7,3,80,0.0,0.9125,0.0,4,1,13,695,1,0,0,0,0,0,0,49844,1690099607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,71,0,9,3,80,0.0,0.8875,0.0,4,0,14,504,1,0,0,0,0,0,0,12490,1695617186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,74,0,6,2,80,0.0,0.925,0.0,0,1,8,115,1,0,0,0,0,0,0,39525,1692591903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,70,0,8,3,80,0.025,0.875,0.0,3,0,10,966,1,0,0,0,0,0,0,46578,1696922884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,74,0,4,3,80,0.025,0.925,0.0,3,0,13,426,1,0,0,0,0,0,0,45233,1699322996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15,60,1,5,1,80,0.1875,0.75,0.0125,-12,4,1,1797,1,1,0,1,1,0,1,44745,1692866074,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,76,0,4,3,80,0.0,0.95,0.0,0,0,3,581,1,0,0,0,0,0,0,46605,1698579316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,74,0,5,1,80,0.0125,0.925,0.0,1,1,14,423,1,0,0,0,0,0,0,11773,1699628859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,70,0,9,0,80,0.0125,0.875,0.0,0,1,6,1264,1,0,0,0,0,0,0,56029,1693269408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,77,0,2,1,80,0.0125,0.9625,0.0,1,1,4,1589,1,0,0,0,0,0,0,4906,1693841337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,72,0,2,2,80,0.075,0.9,0.0,-18,15,2,431,1,2,0,0,0,0,0,61124,1691338476,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,76,0,3,1,80,0.0125,0.95,0.0,4,0,3,502,1,0,0,0,0,0,0,12523,1691857185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
21,55,2,4,0,80,0.2625,0.6875,0.025,-7,8,1,770,1,2,0,0,0,0,0,14809,1692844279,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,55,0,5,0,80,0.25,0.6875,0.0,-18,17,1,1970,1,2,0,1,0,0,1,41948,1696036509,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,70,0,8,3,80,0.025,0.875,0.0,0,1,3,1287,1,0,0,0,0,0,0,49086,1690258063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,77,0,2,0,80,0.0125,0.9625,0.0,2,1,4,1510,1,0,0,0,0,0,0,26950,1691871098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,76,0,4,0,80,0.0,0.95,0.0,4,1,14,286,1,0,0,0,0,0,0,63467,1690556959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23,53,3,4,2,80,0.2875,0.6625,0.0375,-18,7,2,1653,1,2,0,1,0,1,0,28318,1694733764,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,52,0,7,3,80,0.2625,0.65,0.0,-15,13,2,1041,1,1,0,0,0,0,1,40840,1698023622,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,76,0,2,1,80,0.025,0.95,0.0,2,0,11,455,1,0,0,0,0,0,0,56024,1690626672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,77,0,3,0,80,0.0,0.9625,0.0,4,1,3,1712,1,0,0,0,0,0,0,44896,1693190463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,75,0,4,2,80,0.0125,0.9375,0.0,3,1,14,1149,1,0,0,0,0,0,0,56818,1694722451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,75,0,3,2,80,0.025,0.9375,0.0,2,0,5,1151,1,0,0,0,0,0,0,63705,1694663406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,60,1,5,1,80,0.1875,0.75,0.0125,-7,7,2,589,1,1,0,0,0,1,0,60379,1695679723,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,76,0,2,3,80,0.025,0.95,0.0,0,1,2,311,1,0,0,0,0,0,0,48358,1690789285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,74,0,4,1,80,0.025,0.925,0.0,2,0,11,1796,1,0,0,0,0,0,0,56390,1694222051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,71,0,7,3,80,0.025,0.8875,0.0,2,1,14,1894,1,0,0,0,0,0,0,46532,1693756773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,74,0,5,2,80,0.0125,0.925,0.0,3,0,4,258,1,0,0,0,0,0,0,4612,1699038539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,74,0,5,0,80,0.0125,0.925,0.0,2,1,13,698,1,0,0,0,0,0,0,40054,1698721699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,73,0,5,2,80,0.025,0.9125,0.0,3,1,6,638,1,0,0,0,0,0,0,24543,1693642877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,74,0,5,3,80,0.0125,0.925,0.0,0,1,5,1807,1,0,0,0,0,0,0,32260,1697585907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,51,4,8,3,80,0.2625,0.6375,0.05,-29,3,1,203,1,1,0,1,0,0,1,13801,1699806719,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,77,0,3,2,80,0.0,0.9625,0.0,2,1,10,1862,1,0,0,0,0,0,0,4380,1696670166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,76,0,3,0,80,0.0125,0.95,0.0,4,0,3,1494,1,0,0,0,0,0,0,23871,1695138842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,78,0,2,3,80,0.0,0.975,0.0,2,0,2,1141,1,0,0,0,0,0,0,9652,1695514039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,65,3,3,3,80,0.15,0.8125,0.0375,-6,17,0,1883,1,2,0,0,0,0,1,53789,1694848637,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,70,0,9,1,80,0.0125,0.875,0.0,4,1,9,1335,1,0,0,0,0,0,0,13004,1698410578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6,71,4,3,0,80,0.075,0.8875,0.05,-19,17,0,1858,1,1,0,1,0,1,1,29011,1695148069,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,78,0,2,1,80,0.0,0.975,0.0,1,1,8,1008,1,0,0,0,0,0,0,11066,1691015889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,77,0,3,3,80,0.0,0.9625,0.0,0,0,10,1280,1,0,0,0,0,0,0,22154,1697724450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,74,0,5,0,80,0.0125,0.925,0.0,2,0,10,1423,1,0,0,0,0,0,0,47103,1693848877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24,52,5,4,0,80,0.3,0.65,0.0625,-29,18,0,886,1,2,0,0,0,0,0,55775,1697473667,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,57,2,8,1,80,0.1875,0.7125,0.025,-8,18,0,979,1,2,0,1,0,1,1,17858,1690855534,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24,51,1,5,1,80,0.3,0.6375,0.0125,-28,8,0,1626,1,1,0,1,0,0,1,19885,1696306465,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,72,0,7,0,80,0.0125,0.9,0.0,1,1,12,1380,1,0,0,0,0,0,0,27407,1694279287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,72,0,8,0,80,0.0,0.9,0.0,0,0,4,492,1,0,0,0,0,0,0,19631,1694186844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,77,0,2,2,80,0.0125,0.9625,0.0,1,1,6,281,1,0,0,0,0,0,0,61265,1696270234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15,57,5,8,3,80,0.1875,0.7125,0.0625,-7,4,2,1153,1,1,0,0,0,0,1,9337,1693998348,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
